Changes detected in row 922. Values changed- Billet Diameter: 14=>14, Alloy: 718=>718, Weight: 69.5=>69.5, Weight Type: Yielded=>Yielded, Spec: AMS 5664=>AMS 5664, Yield: 1=10=>1=10, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 923. Values changed- Billet Diameter: 14=>14, Alloy: 718=>718, Weight: 69.5=>69.5, Weight Type: Yielded=>Yielded, Spec: AMS 5664=>AMS 5664, Yield: 1=10=>1=10, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 924. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 28.0=>28.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 925. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 25.0=>25.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6-6=>CF6-6
Changes detected in row 927. Values changed- Billet Diameter: 4=>4, Alloy: 17.4PH=>17.4PH, Weight: 26.0=>26.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM6000=>LM6000
Changes detected in row 928. Values changed- Billet Diameter: 3=>3, Alloy: A286=>A286, Weight: 7.8=>7.8, Weight Type: Yielded=>Yielded, Spec: AMS 5732=>AMS 5732, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: F118=>F118
Changes detected in row 929. Values changed- Billet Diameter: 3=>3, Alloy: A286=>A286, Weight: 8.3=>8.3, Weight Type: Yielded=>Yielded, Spec: B50TF81A=>B50TF81A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6=>CF6
Changes detected in row 930. Values changed- Billet Diameter: 3=>3, Alloy: 600=>600, Weight: 4.6=>4.6, Weight Type: Yielded=>Yielded, Spec: AMS 5665=>AMS 5665, Yield: 1=3=3=>1=3=3, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: F404=>F404
Changes detected in row 931. Values changed- Billet Diameter: 3=>3, Alloy: 17.4PH=>17.4PH, Weight: 12.0=>12.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: F404=>F404
Changes detected in row 932. Values changed- Billet Diameter: 4=>4, Alloy: 600=>600, Weight: 3.1=>3.1, Weight Type: Yielded=>Yielded, Spec: AMS 5665=>AMS 5665, Yield: 1=2=>1=2, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: T700=>T700
Changes detected in row 933. Values changed- Billet Diameter: 4=>4, Alloy: HAST X=>HAST X, Weight: 6.1=>6.1, Weight Type: Yielded=>Yielded, Spec: AMS 5754=>AMS 5754, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: CF6-6=>CF6-6
Changes detected in row 934. Values changed- Billet Diameter: 4=>4, Alloy: 17.4PH=>17.4PH, Weight: 30.0=>30.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
Changes detected in row 935. Values changed- Billet Diameter: 4=>4, Alloy: 17.4PH=>17.4PH, Weight: 30.0=>30.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
Changes detected in row 936. Values changed- Billet Diameter: 7=>7, Alloy: 17.4PH=>17.4PH, Weight: 33.9=>33.9, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 937. Values changed- Billet Diameter: 7=>7, Alloy: 17.4PH=>17.4PH, Weight: 33.9=>33.9, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 938. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 26.0=>26.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 939. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 32.0=>32.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 940. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 32.0=>32.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 941. Values changed- Billet Diameter: 4.5=>4.5, Alloy: 17.4PH=>17.4PH, Weight: 25.9=>25.9, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
Changes detected in row 942. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 74.4=>74.4, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=14=>1=14, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: CF6=>CF6
Changes detected in row 943. Values changed- Billet Diameter: 4=>4, Alloy: 440=>440, Weight: 18.5=>18.5, Weight Type: 0=>0, Spec: AMS 5630=>AMS 5630, Yield: 1=3=>1=3, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 944. Values changed- Billet Diameter: 4=>4, Alloy: 17.4PH=>17.4PH, Weight: 8.9=>8.9, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=2=>1=2, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM=>LM
Changes detected in row 945. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 40.0=>40.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 946. Values changed- Billet Diameter: 4=>4, Alloy: 440=>440, Weight: 18.5=>18.5, Weight Type: 0=>0, Spec: AMS 5630=>AMS 5630, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 947. Values changed- Billet Diameter: 4=>4, Alloy: 17.4PH=>17.4PH, Weight: 32.2=>32.2, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 948. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 30.5=>30.5, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6=>CF6
Changes detected in row 949. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 50.0=>50.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 950. Values changed- Billet Diameter: 3=>3, Alloy: M250=>M250, Weight: 8.9=>8.9, Weight Type: 0=>0, Spec: B50TF95=>B50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM6000=>LM6000
Changes detected in row 951. Values changed- Billet Diameter: 3=>3, Alloy: M250=>M250, Weight: 8.9=>8.9, Weight Type: Yielded=>Yielded, Spec: B50TF95=>B50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM6000=>LM6000
Changes detected in row 952. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 26.0=>26.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 953. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 26.0=>26.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 954. Values changed- Billet Diameter: 6.375=>6.375, Alloy: 4340VAR=>4340VAR, Weight: 90.1=>90.1, Weight Type: 0=>0, Spec: AMS 6414=>AMS 6414, Yield: 1=7=>1=7, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 955. Values changed- Billet Diameter: 8=>8, Alloy: R41=>R41, Weight: 10.3=>10.3, Weight Type: Yielded=>Yielded, Spec: B50TF110=>B50TF110, Yield: 1=10=>1=10, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: F414=>F414
Changes detected in row 956. Values changed- Billet Diameter: 8=>8, Alloy: R41=>R41, Weight: 10.3=>10.3, Weight Type: Yielded=>Yielded, Spec: B50TF110=>B50TF110, Yield: 1=10=>1=10, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: F414=>F414
Changes detected in row 957. Values changed- Billet Diameter: 6=>6, Alloy: 4340VAR=>4340VAR, Weight: 5.0=>5.0, Weight Type: Yielded=>Yielded, Spec: AMS 6414=>AMS 6414, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6=>CF6
Changes detected in row 958. Values changed- Billet Diameter: 4=>4, Alloy: 718=>718, Weight: 10.0=>10.0, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 959. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 50.0=>50.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 960. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 50.0=>50.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 961. Values changed- Billet Diameter: 4=>4, Alloy: WASP=>WASP, Weight: 4.7=>4.7, Weight Type: Yielded=>Yielded, Spec: AMS 5709=>AMS 5709, Yield: 1=2=>1=2, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 962. Values changed- Billet Diameter: 6=>6, Alloy: 8740=>8740, Weight: 51.5=>51.5, Weight Type: Yielded=>Yielded, Spec: AMS 6322=>AMS 6322, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: F110/F101/F118=>F110/F101/F118
Changes detected in row 963. Values changed- Billet Diameter: 6=>6, Alloy: 8740=>8740, Weight: 51.5=>51.5, Weight Type: 0=>0, Spec: AMS 6322=>AMS 6322, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: St=>St, Engine Program: F101=>F101
Changes detected in row 964. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 31.6=>31.6, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: F404=>F404
Changes detected in row 965. Values changed- Billet Diameter: 8=>8, Alloy: 321=>321, Weight: 66.0=>66.0, Weight Type: Yielded=>Yielded, Spec: AMS 5645=>AMS 5645, Yield: 1=4=>1=4, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM6000=>LM6000
Changes detected in row 966. Values changed- Billet Diameter: 4=>4, Alloy: 15.5PH=>15.5PH, Weight: 30.2=>30.2, Weight Type: Yielded=>Yielded, Spec: AMS 5659=>AMS 5659, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6-6=>CF6-6
Changes detected in row 967. Values changed- Billet Diameter: 3=>3, Alloy: 718R=>718R, Weight: 11.8=>11.8, Weight Type: Yielded=>Yielded, Spec: C50TF37=>C50TF37, Yield: 1=3=>1=3, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 968. Values changed- Billet Diameter: 4=>4, Alloy: 17.4PH=>17.4PH, Weight: 12.4=>12.4, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6=>CF6
Changes detected in row 969. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 42.5=>42.5, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GP7200=>GP7200
Changes detected in row 970. Values changed- Billet Diameter: 4=>4, Alloy: 4340VAR=>4340VAR, Weight: 44.9=>44.9, Weight Type: Yielded=>Yielded, Spec: AMS 6414=>AMS 6414, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF34 =>CF34 
Changes detected in row 971. Values changed- Billet Diameter: 7=>7, Alloy: 17.4PH=>17.4PH, Weight: 43.3=>43.3, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 972. Values changed- Billet Diameter: 9.5=>9.5, Alloy: 2618=>2618, Weight: 25.5=>25.5, Weight Type: Yielded=>Yielded, Spec: AMS 4132=>AMS 4132, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: GENX=>GENX
Changes detected in row 973. Values changed- Billet Diameter: 9.5=>9.5, Alloy: 2618=>2618, Weight: 25.5=>25.5, Weight Type: Yielded=>Yielded, Spec: AMS 4132=>AMS 4132, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: GENX=>GENX
Changes detected in row 978. Values changed- Billet Diameter: 3=>3, Alloy: 718R=>718R, Weight: 13.4=>13.4, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 979. Values changed- Billet Diameter: 0=>0, Alloy: A286=>A286, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5734=>AMS 5734, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type:  Seamless => Seamless , Alloy Family: A-286=>A-286, Engine Program: Leap-1B/ AC=>Leap-1B/ AC
Changes detected in row 980. Values changed- Billet Diameter: 4=>4, Alloy: 718=>718, Weight: 13.8=>13.8, Weight Type: 0=>0, Spec: AMS 5662=>AMS 5662, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 981. Values changed- Billet Diameter: 3=>3, Alloy: 718R=>718R, Weight: 13.4=>13.4, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 982. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 28.2=>28.2, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: Genx=>Genx
Changes detected in row 983. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 63.1=>63.1, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6=>CF6
Changes detected in row 984. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 32.0=>32.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 985. Values changed- Billet Diameter: 9=>9, Alloy: 6061=>6061, Weight: 39.0=>39.0, Weight Type: Yielded=>Yielded, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: F110=>F110
Changes detected in row 987. Values changed- Billet Diameter: 6.5=>6.5, Alloy: 6061=>6061, Weight: 26.0=>26.0, Weight Type: 0=>0, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: T64=>T64
Changes detected in row 989. Values changed- Billet Diameter: 4=>4, Alloy: 4340VAR=>4340VAR, Weight: 18.5=>18.5, Weight Type: Yielded=>Yielded, Spec: AMS 6414=>AMS 6414, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GP7200=>GP7200
Changes detected in row 990. Values changed- Billet Diameter: 6=>6, Alloy: 17.4PH=>17.4PH, Weight: 32.8=>32.8, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM=>LM
Changes detected in row 991. Values changed- Billet Diameter: 4=>4, Alloy: A286=>A286, Weight: 17.4=>17.4, Weight Type: Yielded=>Yielded, Spec: AMS 5737=>AMS 5737, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: F414=>F414
Changes detected in row 992. Values changed- Billet Diameter: 4=>4, Alloy: A286=>A286, Weight: 17.4=>17.4, Weight Type: 0=>0, Spec: AMS 5737=>AMS 5737, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: F414=>F414
Changes detected in row 993. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 28.0=>28.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 995. Values changed- Billet Diameter: 14.25=>14.25, Alloy: 2219=>2219, Weight: 24.8=>24.8, Weight Type: Yielded=>Yielded, Spec: AMS 4144=>AMS 4144, Yield: 1=8=>1=8, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: CF34 =>CF34 
Changes detected in row 996. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: Genx=>Genx
Changes detected in row 999. Values changed- Billet Diameter: 0=>0, Alloy: R-41=>R-41, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF110 CL-D=>B50TF110 CL-D, Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: R41=>R41, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1000. Values changed- Billet Diameter: 7=>7, Alloy: 17.4PH=>17.4PH, Weight: 79.1=>79.1, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
Changes detected in row 1002. Values changed- Billet Diameter: 4=>4, Alloy: A286R=>A286R, Weight: 19.7=>19.7, Weight Type: Yielded=>Yielded, Spec: C50TF78B=>C50TF78B, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CT58=>CT58
Changes detected in row 1003. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 26.0=>26.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 1004. Values changed- Billet Diameter: 3=>3, Alloy: AM355=>AM355, Weight: 4.0=>4.0, Weight Type: Yielded=>Yielded, Spec: C50TF53A=>C50TF53A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CT7=>CT7
Changes detected in row 1005. Values changed- Billet Diameter: 14=>14, Alloy: 6061=>6061, Weight: 96.9=>96.9, Weight Type: Yielded=>Yielded, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: LM6000=>LM6000
Changes detected in row 1006. Values changed- Billet Diameter: 6=>6, Alloy: Ti 6-4=>Ti 6-4, Weight: 31.2=>31.2, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ti=>Ti, Engine Program: F404=>F404
Changes detected in row 1007. Values changed- Billet Diameter: 8=>8, Alloy: 909=>909, Weight: 22.5=>22.5, Weight Type: Yielded=>Yielded, Spec: C50TF95=>C50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: F404=>F404
Changes detected in row 1008. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 50.0=>50.0, Weight Type: 0=>0, Spec: AMS 5643=>AMS 5643, Yield: 0.50=>0.50, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: St=>St, Engine Program: GenX=>GenX
Changes detected in row 1009. Values changed- Billet Diameter: 4=>4, Alloy: 718=>718, Weight: 5.9=>5.9, Weight Type: Yielded=>Yielded, Spec: C50TF6=>C50TF6, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: CF6=>CF6
Changes detected in row 1010. Values changed- Billet Diameter: 6=>6, Alloy: A286=>A286, Weight: 25.0=>25.0, Weight Type: Yielded=>Yielded, Spec: AMS 5731=>AMS 5731, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CF6=>CF6
Changes detected in row 1011. Values changed- Billet Diameter: 9.25=>9.25, Alloy: 6061=>6061, Weight: 79.0=>79.0, Weight Type: Yielded=>Yielded, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: CF34 =>CF34 
Changes detected in row 1012. Values changed- Billet Diameter: 4=>4, Alloy: A286R=>A286R, Weight: 24.7=>24.7, Weight Type: Yielded=>Yielded, Spec: C50TF78B=>C50TF78B, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: St=>St, Engine Program: CT58=>CT58
