Buyer,Part Number,Nomenclature ,QPA,GE NEG,Finished Part Supplier ,Engine Program,2015 QTY,Raw Material P/N,RM-Type,R/M Supplier,Plant,Yield , R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta ,2015 Material Deflation,2015 Material Extended Value,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,,,,,
332-KLAYER        ,L43306G01,NUT ASSY PL,,Yes,49162-JET INDUSTRIES                          ,LM6000,60,L43306G01,Seamless,Firth_Rixson,Monroe,1=1,$59.86 ,$58.66 ,Yes, (1.20), (72.00)," 3,519.60 ",,,,,,,,
412-GOLDFARB      ,L43801G02,"SHROUD, IGV",1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,CF6-6,328,L43801P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=2,$63.55 ,$62.28 ,Yes, (1.27), (416.56)," 20,427.84 ",,,,,,,,
333-LEADER        ,9379M40G02,SHROUD IGV,,Yes,65585-NUMET MACHINING TECHNIQUES              ,CF6,80,TF9379M40P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$67.78 ,$66.43 ,Yes, (1.35), (108.00)," 5,314.40 ",,,,,,,,
332-KLAYER        ,9392M53G02,"NUT, SPANNER #4 BEARING",,Yes,49162-JET INDUSTRIES                          ,CF6,170,9392M53P01,Seamless,Firth_Rixson,Monroe,1=1,$68.54 ,$67.17 ,Yes, (1.37), (232.90)," 11,418.90 ",,,,,,,,
412-GOLDFARB      ,9379M42G07,SHROUD VANE S2,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,CF6,85,9379M42P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=6,$69.04 ,$67.66 ,Yes, (1.38), (117.30)," 5,751.10 ",,,,,,,,
952-NEAL          ,9607M78P01,"NUT,SPNR-BRG",,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,CF6-6,5,2128D01,Seamless,Firth_Rixson,Monroe,1=1,$70.54 ,$69.13 ,Yes, (1.41), (7.05), 345.65 ,,,,,,,,
333-LEADER        ,9379M42G04,SHROUD VANE STG 2,,Yes,65585-NUMET MACHINING TECHNIQUES              ,CF6,11,TF9379M42P01/P02,Seamless,Firth_Rixson,Schlosser,1=1,$71.55 ,$70.12 ,Yes, (1.43), (15.73), 771.32 ,,,,,,,,
951-WELLING       ,4905T89P01,"FLANGE, CASING",1,Yes,14750-B&F MACHINE                             ,F404,12,TF4905T89P01,Seamless,Firth_Rixson,Monroe,1=5,$71.55,$70.12,Yes, (1.43), (17.16), 841.44 ,,,,,,,,
952-NEAL          ,1284M82G08,SHROUD STG 2,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,F110  ,55,1284M82G08,Seamless,Firth_Rixson,Forged Metals (FMI),1=8,$73.97 ,$72.50 ,Yes, (1.47), (80.85)," 3,987.50 ",,,,,,,,
950-CHIPMAN       ,1380M85G01,SENSON SHAFT,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6,116,1380M85G01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$73.79 ,$72.31 ,Yes, (1.48), (171.68)," 8,387.96 ",,,,,,,,
332-KLAYER        ,3008T38P04,"RING, RESTRAINING",,Yes,49162-JET INDUSTRIES                          ,CT64,0,3008T38P04,Seamless,Firth_Rixson,Forged Metals (FMI),1=12,$77.20 ,$75.66 ,Yes, (1.54), -   , -   ,,,,,,,,
412-GOLDFARB      ,9379M42G07,SHROUD VANE S2,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,CF6,85,9379M42P02,Seamless,Firth_Rixson,Forged Metals (FMI),1=6,$78.14 ,$76.57 ,Yes, (1.57), (133.45)," 6,508.45 ",,,,,,,,
332-KLAYER        ,4124T53G02,"LOCKNUT, HIGH PRESSURE TURBINE",,Yes,49162-JET INDUSTRIES                          ,CF34 ,296,4048T56P02,Seamless,Firth_Rixson,Schlosser,1=8,$79.15 ,$77.57 ,Yes, (1.58), (467.68)," 22,960.72 ",,,,,,,,
332-KLAYER        ,4124T59P01,RING-HIGH PRESSURET,,Yes,49162-JET INDUSTRIES                          ,CF34,0,4048T56P02,Seamless,Firth_Rixson,Schlosser,1=8,$79.15 ,$77.57 ,Yes, (1.58), -   , -   ,,,,,,,,
412-GOLDFARB      ,4004M57G01,1/2/3 SHRD KIT,4,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110,48,1317M81G01,Seamless,Firth_Rixson,Forged Metals (FMI),1=4,$79.55 ,$77.96 ,Yes, (1.59), (76.32)," 3,742.08 ","waiting on response from supplier to get a VA reduction, RM adjustments have been wrong in the past because kit was not taken into account",,,,,,,
412-GOLDFARB      ,1317M81G01,SHROUD STG 1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110,139,1317M81G01,Seamless,Firth_Rixson,Forged Metals (FMI),1=4,$79.55 ,$77.96 ,Yes, (1.59), (221.01)," 10,836.44 ",,,,,,,,
332-KLAYER        ,L44577P02,"RING,SENSOR",,Yes,49162-JET INDUSTRIES                          ,LM6000,51,L44577P01,Seamless,Firth_Rixson,Monroe,1=1,$83.32 ,$81.65 ,Yes, (1.67), (85.17)," 4,164.15 ",,,,,,,,
950-CHIPMAN       ,2028M90G01,"SHRD, COMPRESSOR, STTR",,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34,188,2028M90G03-2 ,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$83.79 ,$82.11 ,Yes, (1.68), (315.84)," 15,436.68 ","takes 2 different forgings, but they are eventually mated together and shipped as one part number",,,,,,,
950-CHIPMAN       ,2028M90G01,"SHRD, COMPRESSOR, STTR",,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34,188,2028M90G03-3,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$84.73 ,$83.03 ,Yes, (1.70), (319.60)," 15,609.64 ","takes 2 different forgings, but they are eventually mated together and shipped as one part number",,,,,,,
92P-DYKES         ,L14406P02,AFT ROT SEAL,,Yes,61701-MOELLER MANUFACTURING                   ,LM2500,11,L14406P02,Seamless,Firth_Rixson,Monroe,1=1,$93.64 ,$91.77 ,Yes, (1.87), (20.57)," 1,009.47 ",,,,,,,,
92P-DYKES         ,2471M44P01,CURVIC SEALS,,No,38937-GS PRECISION                            ,GE-PASSPORT,11,13577-203,Seamless,Firth_Rixson,Monroe,1=1,$188.00 ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,,,,,
92P-DYKES         ,2471M44P02,RING,,No,38937-GS PRECISION                            ,GE-PASSPORT,13,13578-201,Seamless,Firth_Rixson,Monroe,1=1,$190.00 ,  $                   -   ,N/A,#VALUE!,#VALUE!,#VALUE!,,,,,,,,
332-KLAYER        ,9273M61G02,SPANNER NUT,,Yes,57765-MCMELLON BROTHERS                       ,CF6,262,9273M61G02,Seamless,Firth_Rixson,Monroe,1=1,$98.19 ,$96.23 ,Yes, (1.96), (513.52)," 25,212.26 ",,,,,,,,
950-CHIPMAN       ,4129T13G03,IGV ACTUATOR RING,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34 ,538,4096692-676P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=2,$97.91 ,$95.95 ,Yes, (1.96)," (1,054.48)"," 51,621.10 ",,,,,,,,
412-GOLDFARB      ,6054T85G01,STG 1 SHROUD,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,4,TF6054T85G01,Seamless,Firth_Rixson,Forged Metals (FMI),1=3,$100.10 ,$98.10 ,Yes, (2.00), (8.00), 392.40 ,,,,,,,,
952-NEAL          ,17A190-532G02,AIR SEAL,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,CT7/ T700,545,17A166-141P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=5,$98.63 ,$96.60 ,Yes, (2.03)," (1,106.35)"," 52,647.00 ",,,,,,,,
332-KLAYER        ,9690M54P02,NUT BRG-1,,Yes,49162-JET INDUSTRIES                          ,CF6,61,9690M54P02,Seamless,Firth_Rixson,Monroe,1=3,$102.33 ,$100.28 ,Yes, (2.05), (125.05)," 6,117.08 ",,,,,,,,
332-KLAYER        ,1361M13P01,SEAL,,Yes,49162-JET INDUSTRIES                          ,CFM56,34,1648D01,Seamless,Firth_Rixson,Monroe,1=1,$103.39 ,$101.32 ,Yes, (2.07), (70.38)," 3,444.88 ",,,,,,,,
332-KLAYER        ,9989M47P03,SEAL,,Yes,57765-MCMELLON BROTHERS                       ,CFM56,41,1651D01,Seamless,Firth_Rixson,Monroe,1=1,$103.79 ,$101.71 ,Yes, (2.08), (85.28)," 4,170.11 ",,,,,,,,
951-WELLING       ,2071M84G01,"RING, EXT-LWR-L",1,Yes,14750-B&F MACHINE                             ,CF34 ,7,2072M64P01,Seamless,Firth_Rixson,Schlosser,1=8,$106.97 ,$104.83 ,Yes, (2.14), (14.98), 733.81 ,,,,,,,,
951-WELLING       ,2071M86G01,"RING, EXT-LWR-R",1,Yes,14750-B&F MACHINE                             ,CF34 ,35,2072M64P01,Seamless,Firth_Rixson,Schlosser,1=8,$106.97 ,$104.83 ,Yes, (2.14), (74.90)," 3,669.05 ",,,,,,,,
951-WELLING       ,2071M82G01,"RING, EXT-LEFT",1,Yes,14750-B&F MACHINE                             ,CF34 ,2,2072M64P01,Seamless,Firth_Rixson,Schlosser,1=8,$106.97 ,$104.83 ,Yes, (2.14), (4.28), 209.66 ,,,,,,,,
951-WELLING       ,2071M88G01,"RING, EXT-RIGHT",1,Yes,14750-B&F MACHINE                             ,CF34 ,2,2072M64P01,Seamless,Firth_Rixson,Schlosser,1=8,$106.97 ,$104.83 ,Yes, (2.14), (4.28), 209.66 ,,,,,,,,
92P-DYKES         ,2038M43G01,"SHROUD,STG 3",,Yes,61701-MOELLER MANUFACTURING                   ,F110/F101/F118,282,1277M88P01,Seamless,Firth_Rixson,Monroe,1=9,$24.70 ,  Unk  ,No,#VALUE!,#VALUE!,#VALUE!,PA Expired 2014 - No open schedules,,,,,,,
92P-DYKES         ,2302M47P01,RING RETAINER (GENX),,No,61701-MOELLER MANUFACTURING                   ,Genx,54,Forged Ring,Seamless,Firth_Rixson,Monroe,1=5,$435.97 ,$427.25 ,N/A, (8.72), (470.88)," 23,071.50 ",,,,,,,,
332-KLAYER        ,9218M94G04,SPANNER NUT,,Yes,49162-JET INDUSTRIES                          ,CF6,183,9218M94P01,Seamless,Firth_Rixson,Monroe,1=1,$111.98 ,$109.74 ,Yes, (2.24), (409.92)," 20,082.42 ",,,,,,,,
951-WELLING       ,1709M18P02,"RING, RET, S2",1,Yes,14750-B&F MACHINE                             ,GE90,231,1709M18P02,Seamless,Firth_Rixson,Monroe,1=7,113.60,$111.33 ,Yes, (2.27), (524.37)," 25,717.23 ",,,,,,,,
332-KLAYER        ,1963M11P01,"NUT,RND,BRG #1",,Yes,49162-JET INDUSTRIES                          ,GE90,97,1963M11P01,Seamless,Firth_Rixson,Monroe,1=4,$114.03 ,$111.75 ,Yes, (2.28), (221.16)," 10,839.75 ",,,,,,,,
332-KLAYER        ,1963M20P01,"SNSR,SPEED #2",,Yes,49162-JET INDUSTRIES                          ,GE90,66,1963M20P01,Seamless,Firth_Rixson,Monroe,1=1,$118.10 ,$115.74 ,Yes, (2.36), (155.76)," 7,638.84 ",,,,,,,,
332-KLAYER        ,L44516P01,7R AFT SEAL,,Yes,49162-JET INDUSTRIES                          ,LM,14,L44516P01,Seamless,Firth_Rixson,Monroe,1=1,$117.78 ,$115.42 ,Yes, (2.36), (33.04)," 1,615.88 ",,,,,,,,
92P-DYKES         ,9602M47P10,"SEAL BRG 4R,LM2500",,Yes,61701-MOELLER MANUFACTURING                   ,LM2500,246,9602M47P09,Seamless,Firth_Rixson,Monroe,1=1,$118.76 ,$116.39 ,Yes, (2.37), (583.02)," 28,631.94 ",,,,,,,,
92P-DYKES         ,5071T33P01,SEAL RUNNER,,Yes,61701-MOELLER MANUFACTURING                   ,CF34,0,5071T33P01,Seamless,Firth_Rixson,Monroe,1=1,$118.62 ,$116.25 ,Yes, (2.37), -   , -   ,,,,,,,,
92P-DYKES         ,1939T52G01,SEAL/PLATE RTRN KIT,,Yes,61701-MOELLER MANUFACTURING                   ,CF34 ,58,5071T33P01,Seamless,Firth_Rixson,Monroe,1=1,$118.62 ,$116.25 ,Yes, (2.37), (137.46)," 6,742.50 ",,,,,,,,
92P-DYKES         ,4096704-012,RING STAGE # 5 (LESS AIRFOIL),,No,61701-MOELLER MANUFACTURING                   ,CT7/ T700,24,4096704-012,Seamless,Firth_Rixson,Monroe,1=1,,,N/A, -   , -   , -   ,,,,,,,,
950-CHIPMAN       ,1475M30G03,SHROUD ASSY,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CFM56,3438,1475M30G02,Seamless,Firth_Rixson,Forged Metals (FMI),1=2,$127.09 ,$124.55 ,Yes, (2.54)," (8,732.52)"," 428,202.90 ",,,,,,,,
92P-DYKES         ,9732M38G02,RING SEAL,1,Yes,61701-MOELLER MANUFACTURING                   ,F118,138,9732M38P03,Seamless,Firth_Rixson,Monroe,1=1,$131.80 ,$129.16 ,Yes, (2.64), (364.32)," 17,824.08 ",,,,,,,,
951-WELLING       ,5055T28P01,RETAINER NUT,1,Yes,14750-B&F MACHINE                             ,T700,2,5055T28P01,Seamless,Firth_Rixson,Monroe,1=1,$136.10,$133.38,Yes, (2.72), (5.44), 266.76 ,,,,,,,,
950-CHIPMAN       ,L56792P02,"CLIP, ALIGNMENT",,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,LMS,100,L56792P02 ,Seamless,Firth_Rixson,Forged Metals (FMI),1=66,$70.69 ,$67.89 ,Yes, (2.80), (280.00)," 6,789.00 ",,,,,,,,
92P-DYKES         ,17A166-128G03,S/A SUPPORT,,Yes,61701-MOELLER MANUFACTURING                   ,T700,186,17A164-010P01,Seamless,Firth_Rixson,Monroe,1=1,$145.02 ,$142.12 ,Yes, (2.90), (539.40)," 26,434.32 ",,,,,,,,
92P-DYKES         ,6054T60P01,"AIR/OIL SEPARATOR, F404",,No,61701-MOELLER MANUFACTURING                   ,F404,56,BAR,Seamless,Firth_Rixson,Monroe,1=1,,,N/A, -   , -   , -   ,,,,,,,,
332-KLAYER        ,1686M38P03,RD-3B NUT(GE90),,Yes,57765-MCMELLON BROTHERS                       ,GE90,8,1686M38P03,Seamless,Firth_Rixson,Monroe,1=1,$152.53 ,$149.48 ,Yes, (3.05), (24.40)," 1,195.84 ",,,,,,,,
332-KLAYER        ,1375M62P01,A/O SEAL CWAC5367,,Yes,49162-JET INDUSTRIES                          ,CF6,108,2251D01,Seamless,Firth_Rixson,Monroe,1=1,$157.38 ,$154.23 ,Yes, (3.15), (340.20)," 16,656.84 ",,,,,,,,
333-LEADER        ,6047T34P01,VANE SUPPORT,,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,CF34,57,6047T34P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$160.98 ,$157.76 ,Yes, (3.22), (183.54)," 8,992.32 ",,,,,,,,
412-GOLDFARB      ,6047T34P01,VANE SUPPORT,1,Yes,31799-DEMUSZ MFG CO                           ,CF34,57,6047T34P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$160.98 ,$157.76 ,Yes, (3.22), (183.54)," 8,992.32 ",,,,,,,,
92P-DYKES         ,9644M07G01,SPT REAR HUB,,No,61701-MOELLER MANUFACTURING                   ,CF6,21,9644M07G01,Seamless,Firth_Rixson,Monroe,1=2,,,N/A, -   , -   , -   ,,,,,,,,
332-KLAYER        ,2305M47P01,RING RETAINER HPT REAR.,,Yes,49162-JET INDUSTRIES                          ,GENX,0,2305M47P01,Seamless,Firth_Rixson,Monroe,1=1,$161.26 ,$158.03 ,Yes, (3.23), -   , -   ,,,,,,,,
951-WELLING       ,2311M44G01,"SHRD,COMPR STTR",1,Yes,14750-B&F MACHINE                             ,GENX,2,2311M44P01,Seamless,Firth_Rixson,Monroe,1=2,$164.39 ,$161.10 ,Yes, (3.29), (6.58), 322.20 ,,,,,,,,
951-WELLING       ,2311M44G02,"SHRD,COMPR STTR",1,Yes,14750-B&F MACHINE                             ,GENX,115,2311M44P01,Seamless,Firth_Rixson,Monroe,1=2,$164.39 ,$161.10 ,Yes, (3.29), (378.35)," 18,526.50 ",,,,,,,,
951-WELLING       ,2062M45P01,TRF FLANGE,1,Yes,14750-B&F MACHINE                             ,GE90,0,262M45P01,Seamless,Firth_Rixson,Schlosser,1=10,165.74,$162.43 ,Yes, (3.31), -   , -   ,,,,,,,,
951-WELLING       ,2062M45P01,TRF FLANGE,1,Yes,14750-B&F MACHINE                             ,GE90,0,262M45P01,Seamless,Firth_Rixson,Schlosser,1=10,$165.74 ,$162.43 ,Yes, (3.31), -   , -   ,,,,,,,,
951-WELLING       ,2311M42G01,"SHROUD,STG 2",1,Yes,14750-B&F MACHINE                             ,GENX,259,2311M42P01,Seamless,Firth_Rixson,Monroe,1=2,$166.78 ,$163.44 ,Yes, (3.34), (865.06)," 42,330.96 ",,,,,,,,
92P-DYKES         ,L24293P01,VENT SEAL,,No,61701-MOELLER MANUFACTURING                   ,CF6-6,8,L24293P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,,,N/A, -   , -   , -   ,,,,,,,,
92P-DYKES         ,L56882G01,"BRACKET, FAIRING",,No,61701-MOELLER MANUFACTURING                   ,LMS100,88,BAR,Seamless,Firth_Rixson,Suzhou,1=1,,,N/A, -   , -   , -   ,,,,,,,,
952-NEAL          ,L43376P01,"SEALROT,OIL#6,LM6000",,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,LM6000,56,L43376P01,Seamless,Firth_Rixson,Monroe,1=1,$174.00 ,$170.51 ,Yes, (3.49), (195.44)," 9,548.56 ",,,,,,,,
92P-DYKES         ,9911M68P03,"ADAPTER, DUCT",,Yes,61701-MOELLER MANUFACTURING                   ,F118,229,9911M68P03,Seamless,Firth_Rixson,Monroe,1=1,$175.52 ,$172.01 ,Yes, (3.51), (803.79)," 39,390.29 ",,,,,,,,
332-KLAYER        ,1509M46P01,RETAINER,,Yes,49162-JET INDUSTRIES                          ,CF6,0,1509M46P01,Seamless,Firth_Rixson,Monroe,1=1,$176.66 ,$173.13 ,Yes, (3.53), -   , -   ,,,,,,,,
950-CHIPMAN       ,5055T47P01,WINDBACK SEAL,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,F404,29,5055T47P01,Seamless,Firth_Rixson,Forged Metals (FMI),1=3=3,$177.41 ,$173.86 ,Yes, (3.55), (102.95)," 5,041.94 ",,,,,,,,
412-GOLDFARB      ,5031T52P01,"SUPPORT, SEAL",1,Yes,31799-DEMUSZ MFG CO                           ,F404,93,5031T52P01,Seamless,Firth_Rixson,Monroe,1=1,$177.77 ,$174.21 ,Yes, (3.56), (331.08)," 16,201.53 ",,,,,,,,
951-WELLING       ,4096692-183P01,CT7 STG. 5 SECTOR,1,Yes,14750-B&F MACHINE                             ,T700,17,TF4096692-183P01,Seamless,Firth_Rixson,Monroe,1=2,$180.13,$176.52,Yes, (3.61), (61.37)," 3,000.84 ",,,,,,,,
950-CHIPMAN       ,5087T54P03,"SEAL, COMB.",,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF6-6,39,5087T54P03,Seamless,Firth_Rixson,Monroe,1=1,$185.39 ,$181.69 ,Yes, (3.70), (144.30)," 7,085.91 ",,,,,,,,
332-KLAYER        ,L21436P03,ADAPTER,,Yes,49162-JET INDUSTRIES                          ,LM2500,24,L21436P03,Seamless,Firth_Rixson,Monroe,1=1,$187.28 ,$183.54 ,Yes, (3.74), (89.76)," 4,404.96 ",,,,,,,,
412-GOLDFARB      ,L21436P03,ADAPTER,1,Yes,63262-POWILL MANUFACTURING & ENGINEERING      ,LM2500,24,L21436P03,Seamless,Firth_Rixson,Monroe,1=1,$187.58 ,$183.82 ,Yes, (3.76), (90.24)," 4,411.68 ",,,,,,,,
332-KLAYER        ,1963M16P02,2B BEARING INNER RACE SPANNER NUTS,1,Yes,49162-JET INDUSTRIES                          ,GE90,0,1963M16P01,Seamless,Firth_Rixson,Monroe,1=2,$190.12 ,$186.32 ,Yes, (3.80), -   , -   ,,,,,,,,
332-KLAYER        ,1963M16P03,NUT,,Yes,49162-JET INDUSTRIES                          ,GE90,561,1963M16P01,Seamless,Firth_Rixson,Monroe,1=2,$190.12 ,$186.32 ,Yes, (3.80)," (2,131.80)"," 104,525.52 ",,,,,,,,
951-WELLING       ,2311M43G01,"SHROUD,STG 3",1,Yes,14750-B&F MACHINE                             ,GENX,1,2311M43P01,Seamless,Firth_Rixson,Monroe,1=2,$195.45 ,$191.54 ,Yes, (3.91), (3.91), 191.54 ,,,,,,,,
951-WELLING       ,2311M44G01,"SHRD,COMPR STTR",1,Yes,14750-B&F MACHINE                             ,GENX,2,2311M44P02,Seamless,Firth_Rixson,Monroe,1=2,$195.93 ,$192.01 ,Yes, (3.92), (7.84), 384.02 ,,,,,,,,
951-WELLING       ,2311M44G02,"SHRD,COMPR STTR",1,Yes,14750-B&F MACHINE                             ,GENX,115,2311M44P02,Seamless,Firth_Rixson,Monroe,1=2,$195.93 ,$192.01 ,Yes, (3.92), (450.80)," 22,081.15 ",,,,,,,,
333-LEADER        ,9693M05P04,"SEAL, ROT OIL",,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,LM2500,283,9693M05P03,Seamless,Firth_Rixson,Monroe,1=1,$196.54 ,$192.61 ,Yes, (3.93)," (1,112.19)"," 54,508.63 ",,,,,,,,
92P-DYKES         ,1865M25P01,"RING, RETAINING",,Yes,61701-MOELLER MANUFACTURING                   ,CF6,11,TF1865M25P01,Seamless,Firth_Rixson,Monroe,1=14,$200.45 ,$196.45 ,Yes, (4.00), (44.00)," 2,160.95 ",,,,,,,,
952-NEAL          ,1962M66G02,#3 DAMPER HSG,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,3,1974D02,Seamless,Firth_Rixson,Monroe,1=1,$196.00 ,$192.00 ,Yes, (4.00), (12.00), 576.00 ,,,,,,,,
952-NEAL          ,9032M25G02,NUT,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,LM,40,2109D01,Seamless,Firth_Rixson,Monroe,1=2,$170.00 ,$166.00 ,Yes, (4.00), (160.00)," 6,640.00 ",,,,,,,,
951-WELLING       ,2311M43G01,"SHROUD,STG 3",1,Yes,14750-B&F MACHINE                             ,GENX,1,2311M43P02,Seamless,Firth_Rixson,Monroe,1=2,$202.14 ,$198.10 ,Yes, (4.04), (4.04), 198.10 ,,,,,,,,
952-NEAL          ,1687M39P02,DAMPER,,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,35,1974D02,Seamless,Firth_Rixson,Monroe,1=1,$196.04 ,$192.00 ,Yes, (4.04), (141.40)," 6,720.00 ",,,,,,,,
333-LEADER        ,1963M21G02,SEAL ROT AIR,,Yes,65585-NUMET MACHINING TECHNIQUES              ,GE90,239,1963M21G01,Seamless,Firth_Rixson,Monroe,1=1,$205.78 ,$201.66 ,Yes, (4.12), (984.68)," 48,196.74 ",,,,,,,,
92E-BRINK         ,9299M58P02,CLOSURE SUMP,,Yes,11255-B&E TOOL                                ,CF6,173,9299M58P02,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$223.68 ,$219.20 ,Yes, (4.48), (775.04)," 37,921.60 ",,,,,,,,
951-WELLING       ,2311M42G01,"SHROUD,STG 2",1,Yes,14750-B&F MACHINE                             ,GENX,259,2311M42P02,Seamless,Firth_Rixson,Monroe,1=2,$244.19 ,$239.31 ,Yes, (4.88)," (1,263.92)"," 61,981.29 ",,,,,,,,
332-KLAYER        ,9228M94P04,NUT COUPLING,,Yes,49162-JET INDUSTRIES                          ,LM6000,31,9228M94P03,Seamless,Firth_Rixson,Monroe,1=1,$250.15 ,$245.15 ,Yes, (5.00), (155.00)," 7,599.65 ",,,,,,,,
332-KLAYER        ,9228M94P03,"COUPLING,NUT",,Yes,49162-JET INDUSTRIES                          ,CF6,72,9228M94P03,Seamless,Firth_Rixson,Monroe,1=1,$250.15 ,$245.15 ,Yes, (5.00), (360.00)," 17,650.80 ",,,,,,,,
951-WELLING       ,2311M41G02,"SHROUD, STG 1",1,Yes,14750-B&F MACHINE                             ,GENX,2,2311M41P01,Seamless,Firth_Rixson,Monroe,1=2,$255.18 ,$250.08 ,Yes, (5.10), (10.20), 500.16 ,,,,,,,,
951-WELLING       ,2311M41G01,"SHROUD, STG 1",1,Yes,14750-B&F MACHINE                             ,GENX,104,2311M41P01,Seamless,Firth_Rixson,Monroe,1=2,$255.18 ,$250.08 ,Yes, (5.10), (530.40)," 26,008.32 ",,,,,,,,
412-GOLDFARB      ,1686M24P01,"SCOOP, RADIAL, GE90",1,Yes,30284-TRIUMPH GEAR SYSTEMS - TORONTO          ,GE90,0,1686M24P04,Seamless,Firth_Rixson,Suzhou,1=7,$255.76 ,$250.64 ,Yes, (5.12), -   , -   ,,,,,,,,
333-LEADER        ,4150T55P01,"RING,RETAINING",,Yes,65585-NUMET MACHINING TECHNIQUES              ,F414,242,4150T55P01MR10,Seamless,Firth_Rixson,Monroe,1=10,$261.58 ,$256.35 ,Yes, (5.23)," (1,265.66)"," 62,036.70 ",,,,,,,,
92P-DYKES         ,4150T55P01,"RING,RETAINING",,Yes,61701-MOELLER MANUFACTURING                   ,F414,242,4150T55P01MR10,Seamless,Firth_Rixson,Forged Metals (FMI),1=10,$261.58 ,$256.35 ,Yes, (5.23)," (1,265.66)"," 62,036.70 ",,,,,,,,
332-KLAYER        ,9392M61P02,NUT,,Yes,57765-MCMELLON BROTHERS                       ,CF6,16,9392M61P02,Seamless,Firth_Rixson,Forged Metals (FMI),1=1,$262.02 ,$256.78 ,Yes, (5.24), (83.84)," 4,108.48 ",,,,,,,,
951-WELLING       ,9346M80P02,COLLAR,1,Yes,62410-CONNECTICUT TOOL & MANF CO. LLC         ,LM2500,216,9346M80P02,Seamless,Firth_Rixson,Monroe,1=1,$301.00 ,$295.75 ,Yes, (5.25)," (1,134.00)"," 63,882.00 ",,,,,,,,
951-WELLING       ,2311M41G02,"SHROUD, STG 1",1,Yes,14750-B&F MACHINE                             ,GENX,2,2311M41P02,Seamless,Firth_Rixson,Monroe,1=2,$266.65 ,$261.32 ,Yes, (5.33), (10.66), 522.64 ,,,,,,,,
951-WELLING       ,2311M41G01,"SHROUD, STG 1",1,Yes,14750-B&F MACHINE                             ,GENX,104,2311M41P02,Seamless,Firth_Rixson,Monroe,1=2,$266.65 ,$261.32 ,Yes, (5.33), (554.32)," 27,177.28 ",,,,,,,,
412-GOLDFARB      ,9645M92P04,NUT,1,Yes,63262-POWILL MANUFACTURING & ENGINEERING      ,LM2500,216,9645M92P04,Seamless,Firth_Rixson,Monroe,1=2,$266.49 ,$261.16 ,Yes, (5.33)," (1,151.28)"," 56,410.56 ",,,,,,,,
333-LEADER        ,9502M19P02,"SEAL, MATING RING,F110",,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,F110/F101/F118,33,9502M19P02,Seamless,Firth_Rixson,Monroe,1=1,$280.54 ,$274.93 ,Yes, (5.61), (185.13)," 9,072.69 ",,,,,,,,
333-LEADER        ,4004M78G01,"LPTR SEAL KIT,F110",2,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,F101,59,9502M19P02,Seamless,Firth_Rixson,Monroe,1=1,$280.54 ,$274.93 ,Yes, (5.61), (330.99)," 16,220.87 ",,,,,,,,
