Item #,LTA,Site,2011 Defla-tion,2012 Defla-tion,2013 Defla-tion,2014 Defla-tion,2015 Defla-tion,2016 Defla-tion,2017 Defla-tion,Alloy Family,Alloy,Spec,Billet Dia.,Engine Program,GE P/N,Forging P/N,FR Site P/N,Alternate P/N,Nomenclature,Machining Source #1,Machining Source #2,Machining Source #3,Singles per Sleeve,Segments per Single, 2011 Price per Part ,2012 Price per Part,2013 Price per Part,2014 Price per Part,2015 Price per Part,2016 Price per Part,2017 Price per Part,Comments
880,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,LM6000,L47758P01,L47758P01SC,,,,UEC-Asheville,,,,," $1,554 ","$1,546.64","$1,538.91","$1,508.13","$1,477.97","$1,448.41","$1,419.44",
882,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,3,LM6000,L47804P01,L47804P01,969414,,,Jet Industries,,,,, $183 ,$182.57,$181.66,$178.03,$174.47,$170.98,$167.56,corrected deflation 7/27/09
883,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,10,LM6000,L47806P02,L47806P02SC,,,,UEC-Asheville,,,,," $1,816 ","$1,807.21","$1,798.18","$1,762.21","$1,726.97","$1,692.43","$1,658.58",
884,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,321,AMS 5645,8,LM2500,L47834P01,TFL47834P01,977890,,,Numet,,,,," $1,187 ","$1,180.75","$1,174.84","$1,151.35","$1,128.32","$1,105.75","$1,083.64",
888,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,12,LMS100,L56738G01,RML56738G01/L56738P02,,,,Middleton,Paradigm,,,," $3,104 ","$3,088.23","$3,072.79","$3,011.33","$2,951.11","$2,892.08","$2,834.24",
889,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,12,LMS100,L56739G01,RML56739G01/L56739P02,,,,Middleton,Paradigm,,,," $4,483 ","$4,460.10","$4,437.80","$4,349.04","$4,262.06","$4,176.82","$4,093.28",
894,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,LM2500,L56782P01,4013542-804P01,,,,APPI,,,,," $4,825 ","$4,656.03","$4,493.07","$4,403.20","$4,315.14","$4,228.84","$4,144.26",
895,Base - 1,FRM ,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95A,8,F404,9977011-217P01/  9977013-665G01/666G01,9977013-707P01,1215841,,,SpaceCraft,,,,,,"$2,314.00","$2,233.01","$2,188.35","$2,144.58","$2,101.69","$2,059.66",Added 12/6/2012; replaces 9977013-408P01
896,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,LMS100,L56792P01,L56792P01,,,,Paradigm-AZ,,,,," $5,010 ","$4,834.67","$4,665.46","$4,572.15","$4,480.70","$4,391.09","$4,303.27",
903,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718R,C50TF37,8,CF34-10,4013522-314P01,4013522-314P01,,V13B18016,,Samsung,Shenyang Liming,,,," $8,079 ","$7,796.30","$7,523.43","$7,372.96","$7,225.50","$7,080.99","$6,939.37",
910,Base - 2,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M152,C50TF68B,14.75,CF34-8C/8E,1822M28G04,4180T46P01,,F0101-295B,,AIDC,SAM,,,," $2,998 ","$2,982.84","$2,967.93","$2,908.57","$2,850.40","$2,793.39","$2,737.52",(GE PN was -G03)
912,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP R,C50TF90,14,GP7200,1994M63G03,4013537-160P01,,T100035-01 / T100017-01,,AIDC,TEI,,,," $35,508 ","$34,265.08","$33,065.80","$32,404.48","$31,756.39","$31,121.27","$30,498.84",
913,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GP7200,2060M27G01,4013537-170P01,,,,AIDC,,,,," $6,637 ","$6,404.74","$6,180.57","$6,056.96","$5,935.82","$5,817.10","$5,700.76",
915,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,783,AMS 5940,8,GP7200,2060M88G01,4013537-168P01,,2060M88-901,,AIDC,,,,," $2,777 ","$2,680.02","$2,586.22","$2,534.50","$2,483.81","$2,434.13","$2,385.45",
916,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,GTD222,B50TF279,10,GP7200,2060M88G01 / G03,4013537-169P01,1212906,2060M88-903,"Ring, Seal",AIDC,,,,," $5,566 ","$5,371.10","$5,183.11","$5,079.45","$4,977.86","$4,878.31","$4,780.74",
917,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718+,B50TF317,12,GP7200,2060M88G01 / G03/G04,2060M88-905,1214956,1214977,"Ring, Seal ",AIDC,,,,," $4,856 ","$4,686.04","$4,522.03","$4,431.59","$4,342.96","$4,256.10","$4,170.98",Added 5/11/2011 Mat'l change
920,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M152,C50TF68B,12,CT7-8,5123T59G05,17A190-457P01,1389500,,,AIDC,,,,," $2,927 ","$2,912.13","$2,897.57","$2,839.62","$2,782.82","$2,727.17","$2,672.62",
922,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,LM6000,L44575P01,L44575P01,,,,AIDC,,,,," $1,190 ","$1,184.44","$1,178.51","$1,154.94","$1,131.84","$1,109.21","$1,087.02",
929,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,4,T700,17A166-141P01,17A166-141P01,,,,Senior Ketema,Senior Ketema,,,, $540 ,$521.25,$503.01,$492.95,$483.09,$473.43,$463.96,
930,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,B50TF31,6,CFE738,17A166-829P01,17A166-829P01,,,,Columbia,,,,, $745 ,$718.83,$693.67,$679.80,$666.20,$652.88,$639.82,
932,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF34-3,6036T18G01,6036T18P01,,,,Samsung,Columbia,,,," $1,531 ","$1,477.47","$1,425.76","$1,397.25","$1,369.30","$1,341.92","$1,315.08","COS is  1=4 min thk 4.56"""
934,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF6-80C,9051M36G03/G06,9045M87P07-FG,,,,Columbia,,,,, $955 ,$921.22,$888.98,$871.20,$853.77,$836.70,$819.96,
935,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,3.5,CF6-80C,9051M36G03,9051M36P01-FG,1213767,,,Columbia,,,,, $310 ,$299.35,$288.87,$283.09,$277.43,$271.88,$266.45,
937,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,B50TF31,6,NA,9127M42G05,9127M42P01 fg,,,,Columbia,,,,," $1,082 ","$1,044.47","$1,007.92",$987.76,$968.00,$948.64,$929.67,
938,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST B,B50T38C,6,F110,9127M42G05,9127M42P04-fg,,,,Columbia,,,,," $2,183 ","$2,106.84","$2,033.10","$1,992.44","$1,952.59","$1,913.54","$1,875.27",
939,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,5.25,NA,9272M76G07,9272M76P07,9272M76P07-FG,,,TEI,Columbia,,,," $1,147 ","$1,106.50","$1,067.78","$1,046.42","$1,025.49","$1,004.98",$984.88,
940,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,6,CF6-80C,9272M76G07,9272M76P09-FG,,,,TEI,Columbia,,,," $1,313 ","$1,267.31","$1,222.96","$1,198.50","$1,174.53","$1,151.04","$1,128.01",
942,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,LM6000,L47398G01,L47398P01-FG,,,,Columbia,Liming,,,," $6,167 ","$5,950.70","$5,742.43","$5,627.58","$5,515.03","$5,404.72","$5,296.63",
943,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,LM6000,L47398G01,L47398P02-FG,,,,Shenyang Liming,,,,, $722 ,$696.87,$672.48,$659.03,$645.85,$632.93,$620.28,
945,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,NA,L47610G01,L47610P05-FG,950203002,,,Columbia,,,,," $5,794 ","$5,590.87","$5,395.19","$5,287.29","$5,181.54","$5,077.91","$4,976.35",
946,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,NA,L47952G01,L47951P01,1206710,9413-REF-L47951P01,,UEC-Burnley,,,,," $2,193 ","$2,115.79","$2,041.74","$2,000.90","$1,960.88","$1,921.67","$1,883.23",
947,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,NA,L47952G01,L47951P03,1206711,9412-REF-L47951P03,,UEC-Burnley,,,,," $5,831 ","$5,626.61","$5,429.68","$5,321.08","$5,214.66","$5,110.37","$5,008.16",
948,Base - 2,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,B50TF81A,6,LM6000,L50511G02,L50511P02-FG,1212708,,,Columbia,Kerns,,,," $1,208 ","$1,201.96","$1,195.95","$1,172.03","$1,148.59","$1,125.62","$1,103.11","Corrected price to reflect true yield, 4x single price"
949,Base - 2,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,B50TF81A,3,LM6000,L50511G02,L50511P03-FG,950918001,,,Columbia,Kerns,,,, $218 ,$216.48,$215.39,$211.09,$206.86,$202.73,$198.67,
950,Base - 2,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,B50TF81A,3,LM6000,L50511G02,L50511P05-FG,950918002,,,Columbia,Kerns,,,, $174 ,$173.13,$172.26,$168.82,$165.44,$162.13,$158.89,
951,Base - 2,FRC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF6-80E,1663M25P01,4013335-520P03,GE-4013335-520P03,,,UEC-Suzhou,,,,, $542 ,$522.90,$504.60,$494.51,$484.62,$474.92,$465.43,
954,Base - 2,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4144,19.5,CF34-10,2070M18G02,2070M18,,DED3424,,Ruag,Shenyang Liming,FAST,,," $4,199 ","$4,178.03","$4,157.14","$4,074.00","$3,992.52","$3,912.67","$3,834.42",Ruag's PN is DED3424; COS was changed;
956,Base - 2,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,4.5,CFM56-2/3,9339M45P03,4013287-485P01,1200855,,,Shenyang Liming,Turbomecanica,,,, $119 ,$118.32,$117.73,$115.38,$113.07,$110.81,$108.59,
957,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,AMS 5893,8,NA,1784M48P01-P08,1784M48P01-P08,,,,EMI,,,,," $1,151 ","$1,110.59","$1,071.72","$1,050.29","$1,029.28","$1,008.70",$988.52,
959,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,B50TF74,6,F404,17A166-968G01,17A166-968P03,,,,EMI,,,,," $2,067 ","$1,994.69","$1,924.87","$1,886.38","$1,848.65","$1,811.68","$1,775.44",
960,Base - 2,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,10,GE90-115B,2013M97P02,2013M97P02,1206327,4013522-356P01,,EMI,,,,," $5,500 ","$5,279.94","$5,068.74","$4,967.37","$4,868.02","$4,770.66","$4,675.25",
961,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,3,NA,4014T09P02,4014T09P02,,,,EMI,,,,, $300 ,$289.22,$279.10,$273.52,$268.05,$262.68,$257.43,
962,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,AM355,C50T1073,10,T58,6003T19G08,6003T19P12/13,,,,EMI,,,,," $4,678 ","$4,654.52","$4,631.25","$4,538.63","$4,447.85","$4,358.90","$4,271.72",
964,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,AM355,C50T1073,8,NA,6029T29G03,6029T29P19,,,,EMI,,,,," $2,609 ","$2,595.64","$2,582.66","$2,531.01","$2,480.39","$2,430.78","$2,382.17",
965,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,X750,B50T1232,6,J85,6052T90G01,6052T90P01/P02,,,,EMI,,,,," $3,031 ","$2,924.95","$2,822.57","$2,766.12","$2,710.80","$2,656.58","$2,603.45",
966,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,7.5,NA,6066T32G01,6066T32P01,,,,EMI,,,,, $290 ,$288.67,$287.23,$281.48,$275.85,$270.33,$264.93,COS is a single
969,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,LM2500,L50614G03,L50614P01,,,,UEC-Manchester,EMI,,,," $2,492 ","$2,405.11","$2,320.94","$2,274.52","$2,229.03","$2,184.45","$2,140.76",
971,Base - 2,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,NA,L57322G01,L57322P03,,,,EMI,,,,, $510 ,$507.18,$504.64,$494.55,$484.66,$474.96,$465.46,
972,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,6,LM2500,L57336G01,L57336P01,1209588,,,EMI,,,,," $1,208 ","$1,165.93","$1,125.12","$1,102.62","$1,080.57","$1,058.96","$1,037.78",
988,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,8,GE90-115B,1711M62G06/G09,4013382-913P01,,,,Samsung,TCT,Paradigm,,," $2,198 ","$2,121.48","$2,047.23","$2,006.28","$1,966.16","$1,926.83","$1,888.30",
989,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GE90-115B,4013382-914P02,4013382-914P02,,,,Paradigm,TEI,Samsung,,," $10,743 ","$10,367.31","$10,004.46","$9,804.37","$9,608.28","$9,416.11","$9,227.79",
990,Base - 2,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GP7200,4013428-288P01,4013428-288P01,,,,FAMAT,,,,," $7,557 ","$7,254.35","$6,964.18","$6,824.89","$6,688.39","$6,554.63","$6,423.53",
991,Base - 2,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GE90-94B,4013428-288P03,4013428-288P03,,,,FAMAT,,,,," $6,778 ","$6,506.65","$6,246.38","$6,121.46","$5,999.03","$5,879.05","$5,761.46",
992,Base - 2,FMI,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GE90-94B/115B,4013428-912P02,4013428-912P02,,,,Samsung,,,,," $10,124 ","$9,718.68","$9,329.94","$9,143.34","$8,960.47","$8,781.26","$8,605.64",
993,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,CF6-80C/LMS100,4013436-607P01 / L56703P03,4013436-607P01,,,,XAE,,,,," $6,858 ","$6,618.30","$6,386.66","$6,258.93","$6,133.75","$6,011.07","$5,890.85",
1000,Base - 2,FRV,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,14,GE90-94B,1851M98G01,4013522-240P01,,,,FAST,,,,," $29,686 ","$28,498.81","$27,358.86","$26,811.68","$26,275.45","$25,749.94","$25,234.94",
1012,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,903,B50TF151,6,NA,5031T03,5031T03,,,,Ferrotherm,,,,," $1,029 ",$993.41,$958.64,$939.47,$920.68,$902.26,$884.22,
1020,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,LM2500,L16712G06,L16712,,,,Ferrotherm,,,,," $3,354 ","$3,236.85","$3,123.56","$3,061.09","$2,999.87","$2,939.87","$2,881.07",
1021,Base - 2,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,6.375,GE90-94B/115B,1686M24P01 / P02,1686M24P04,GE-1686M24,34337 BRUT,,XAE,UEC-Suzhou,Jean Gallay,,," $1,845 ","$1,836.07","$1,826.89","$1,790.35","$1,754.54","$1,719.45","$1,685.06",
1024,Base - 2,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,CF6-80C,1814M24G01/2/4,1814M24P01,,,,Kerns,,,,," $3,915 ","$3,778.35","$3,646.10","$3,573.18","$3,501.72","$3,431.68","$3,363.05",
1025,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,CF6-80C,1814M24G01/G02/G04,1814M24P02,,,,Kerns,,,,," $2,704 ","$2,609.08","$2,517.76","$2,467.41","$2,418.06","$2,369.70","$2,322.30",
1026,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,AMS 5731,4,NA,5014T39G01,5014T39P01,,,,Kerns,,,,, $659 ,$655.70,$652.42,$639.37,$626.58,$614.05,$601.77,
1027,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340,AMS 6415,6,NA,5014T39G01,5014T39P02,,,,Kerns,,,,, $338 ,$335.94,$334.26,$327.57,$321.02,$314.60,$308.31,
1028,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,NA,5100T07G02,5100T07P01,1202834,,,Kerns,,,,," $1,902 ","$1,835.54","$1,771.30","$1,735.87","$1,701.16","$1,667.13","$1,633.79",
1029,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,4,F414,5100T07G02,5100T07P04,,,,Kerns,,,,, $256 ,$247.07,$238.42,$233.65,$228.98,$224.40,$219.91,
1030,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,3,F414,5101T82G01,5110T08P01,,,,Kerns,,,,, $139 ,$133.96,$129.27,$126.69,$124.15,$121.67,$119.24,
1031,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,F414,5115T28G06,5101T86P99,,,,Orenda,,,,," $2,766 ","$2,669.24","$2,575.82","$2,524.30","$2,473.82","$2,424.34","$2,375.85",
1032,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7050,AMS 4108,14.25,F414,5115T28G06,5102T02P01,0837600,,,Kerns,,,,, $278 ,$277.08,$275.70,$270.18,$264.78,$259.48,$254.30,
1033,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,6,NA,6005T69P29,6005T69P02,,,,Kerns,,,,, $870 ,$865.83,$861.50,$844.27,$827.38,$810.84,$794.62,
1034,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,4,F118,6005T69P29,6005T69P03,,,,Kerns,,,,, $309 ,$307.16,$305.62,$299.51,$293.52,$287.65,$281.89,
1035,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,4,F118,6005T69P29,6005T69P23,,,,Kerns,,,,, $171 ,$170.47,$169.62,$166.22,$162.90,$159.64,$156.45,
1037,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,903,B50TF151,6,T700,6039T21G01/G02,6039T61P03,,,,Kerns,,,,, $848 ,$818.04,$789.41,$773.62,$758.15,$742.98,$728.12,
1038,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,4,NA,6040T02G02,6040T02P01,,,,Kerns,,,,," $1,627 ","$1,570.06","$1,515.11","$1,484.80","$1,455.11","$1,426.01","$1,397.49",
1039,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,722,AMS 5714,4,NA,6040T02G02,6040T02P851,,,,Kerns,,,,," $1,850 ","$1,785.67","$1,723.17","$1,688.71","$1,654.93","$1,621.84","$1,589.40",
1042,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,4,CT7/T700,6068T40G01,6068T40P01,1207754,1212762,,Kerns,Twigg,,,, $187 ,$180.65,$174.32,$170.84,$167.42,$164.07,$160.79,
1043,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4146,6.5,NA,9196M44G03,9196M44P01,,,,Kerns,,,,, $60 ,$59.86,$59.56,$58.37,$57.20,$56.06,$54.93,
1046,Base - 2,FMI,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,F110,1441M33G01,9940M67-P06F,,"1441M33P06, item 7",,Kerns,,,,," $2,072 ","$1,989.16","$1,909.59","$1,871.40","$1,833.97","$1,797.29","$1,761.35",make and sell as a 1=5 sleeve
1047,Base - 2,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,F110,1441M33G01,9940M67-P08F,,"1441M33P01, item 2",,Kerns,,,,, $275 ,$263.58,$253.03,$247.97,$243.01,$238.15,$233.39,make and sell as a single
1048,Base - 2,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,F110,1441M33G01,9940M67-P09F,,"1441M33P02, item 3",,Kerns,,,,, $435 ,$417.33,$400.64,$392.63,$384.77,$377.08,$369.54,make and sell as a single
1049,Base - 2,FMI,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,3,F110,1441M33G01,9940M67-P10F,,"1441M33P05, item 6",,Kerns,,,,, $506 ,$485.68,$466.25,$456.92,$447.79,$438.83,$430.05,make and sell as a single
1050,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,CFM56-2/3,1668M93G01/G02,1668M93P11,,,,Senior Ketema,Senior Ketema,,,, $389 ,$375.62,$362.47,$355.22,$348.12,$341.15,$334.33,
1051,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,CFM56-2/3,1668M93G01/G02,1668M93P13,1215407,,,Senior Ketema,Senior Ketema,,,," $3,246 ","$3,132.16","$3,022.54","$2,962.09","$2,902.85","$2,844.79","$2,787.89",
1052,Base - 2,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,CFM56-2/3,1668M93G01/G02,1668M93P15,,,,Senior Ketema,Senior Ketema,,,, $392 ,$378.72,$365.46,$358.15,$350.99,$343.97,$337.09,
1056,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,GE90-115B,1962M97G03,1962M97-3,,,,Senior Ketema,Senior Ketema,,,, $679 ,$654.79,$631.87,$619.23,$606.85,$594.71,$582.82,
1059,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,C50TF27A,4,CF6-50,1999M20G04,1999M20-P02-F,,,,Senior Ketema,,,,, $452 ,$449.54,$447.29,$438.35,$429.58,$420.99,$412.57,
1060,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,C50TF27A,4,,1999M20G04,1999M20-P03-F,,,,Senior Ketema,,,,, $718 ,$713.99,$710.42,$696.21,$682.29,$668.64,$655.27,
1061,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,C50TF27A,4.375,CF6-50,1999M20G04,1999M20-P04-F,,,,Senior Ketema,,,,, $572 ,$569.00,$566.16,$554.83,$543.74,$532.86,$522.21,
1065,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,14.5,NA,4126T00G12,4126T27P02-F,,,,Links Precision,,,,, $489 ,$486.59,$484.15,$474.47,$464.98,$455.68,$446.57,
1066,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,12.5,NA,4126T00G12,4126T28P02-F,,,,Links Precision,SAM,,,, $287 ,$285.77,$284.34,$278.66,$273.08,$267.62,$262.27,
